Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
SG346,Construction Project Management and Applied Techno,313,,291,,291,289,
SG347,Architecture,403,,360,,360,309,300
SG348,Interior Architecture and Design,359,,316,,331,,
SG349,Electronics and Self Driving Technologies,,,,,,,
SG350,Robotics and Automation,384,,,,,,
SG442,Occupational Safety and Health,307,,290,,290,289,290
SG443,Human Nutrition,376,,356,,356,357,367
SG444,Science Undenominated,358,,338,,338,308,296
SG445,Pharmaceutical Science with Drug Development,357,,311,,311,347,319
SG447,Health Science and Physical Activity,326,,328,,328,316,321
SG448,Forensic Investigation and Analysis,308,,306,,307,306,307
SG449,Medical Biotechnology,315,,341,,341,329,349
SG450,Environmental Science with Ecology (Level 8),310,,300,,304,,
TL801,Animation  Visual Effects and Motion Design (Level,718,,281,,281,281,281
TL802,TV  Radio and New Media (Level 8),322,,325,,325,306,288
TL810,Computing with Software Development,308,,310,,310,309,331
TL811,Computing with Games Development,322,,358,,358,310,326
TL815,Computing (Degree Award options),307,,308,,308,308,319
TL823,Event Management (3 year programme),293,,299,,299,291,306
TL831,Business Studies (Major Specialism in: Acctng or M,306,,306,,306,307,300
TL842,Construction Management,,,,,,,
TL844,Agricultural Engineering,301,,300,,300,311,300
TL845,Civil Engineering,361,,325,,325,300,300
TL847,Manufacturing Engineering,305,,302,,302,,309
TL848,Agricultural Science,307,,308,,308,331,330
TL851,Wildlife Biology (Degree Award options),309,,309,,309,310,300
TL855,Pharmaceutical Science (Degree Award options),316,,317,,317,342,316
TL858,Veterinary Bioscience,317,,308,,308,326,326
TL871,Health and Leisure (Degree Award options),303,,300,,300,303,303
TL872,Health and Leisure with Massage,314,,309,,309,288,288
TL873,Coaching and Sports Performance,308,,289,,289,282,
TL874,Inclusive Sport and Physical Activity,341,,,,,,
TL880,Early Childhood Care and Education,309,,307,,307,307,306
TL881,Social Care,301,,308,,309,308,318
TL889,Counselling with Addiction - Mature applicants onl,,,,,,#,#
TL890,General Nursing and Mature Applicants,463,,440,414,414,407,401
TL891,Mental Health Nursing and Mature Applicants,440,419,389,378,378,367*,389
WD001,Applied Computing (options),270,261,260,260,260,279,288
WD002,Science (options),279,,308,,308,302,308
WD005,Health Sciences (options),271,,280,,280,288,290
WD006,Exercise Sciences (options),270,,280,,280,282,287
WD007,Engineering (options),270,270,288,288,288,287,
WD025,Construction Management and Engineering,262,,269,,269,269,264
WD027,Music,321,,262,,262,#290,#262
WD048,Business (options),279,,271,,271,278,279
WD084,Accounting,308,,308,,308,307,308
WD091,Hospitality Management,225,,228,,228,210,271
WD116,General Nursing,446,,422,,422,413,414
WD117,Psychiatric Nursing,415,,366,,366,361,378*
WD120,Intellectual Disability Nursing,390,,377,,377,338,356
WD134,International Business,267,,290,,290,289,288
WD137,Design (Visual Communications),252,,271,,271,253,280
WD140,Laws,280,,280,,280,290,290
WD144,Architecture,309,,284,,284,283,283
WD147,Pharmaceutical Science,288,,293,,293,298,306
WD150,Criminal Justice Studies,280,,270,,270,271,270
WD152,Visual Art,243,,AQA,,AQA,253,264
WD161,Computer Forensics and Security,270,,255,,255,262,288
WD162,Quantity Surveying,226,,216,,216,260,270
WD163,Psychology,456,,434,,434,390,392
WD186,Sports Coaching and Performance,261,,270,,270,276,290
WD187,Social Science,276,,272,,272,271,271
WD191,Agricultural Science,377,,377,,377,378,403
WD192,Social Care Practice,271,,270,,270,279,280
WD193,Marketing and Digital Media,279,,271,,271,290,295
WD194,Culinary Arts,237,,217,,217,235,282
WD195,Architectural and Building Information Modelling T,279,,279,,279,266,270
WD200,Arts (options),201,201,AQA,AQA,AQA,221,220
WD210,Software Systems Development,260,,279,,279,271,289
WD211,Creative Computing,270,,271,,271,275,265
WD212,Recreation and Sport Management,262,,270,,270,274,288
WD230,Mechanical and Manufacturing Engineering,230,230,253,,253,273,
WD231,Early Childhood Care and Education,266,,,,,,
WD232,Business Information Systems,261,261,,,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,801,,801,#878,#697
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,838,768,768,#584,#704
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,840,,840,#839,#708
CR129,Popular Music: Voice at CIT Cork School of Music,,,841,,841,#857,#607
DB516,Financial Services,,,,,,328,234
DC201,Common Entry into Science (Undenominated Entry),,,498,488,488,454,476
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,430,,430,,350
DK860,Music (audition),,,532,532,503,#499,#
DL821,"English, Media and Cultural Studies",,,212,212,212,211,226
DL828,"3D Design, Modelmaking and Digital Art",,,506,,538,#691,#597
DL829,Design for Stage and Screen (Costume Design),,,593,,593,#817,#597
DL830,Design for Stage and Screen (Character Makeup Design),,,939,,939,#879,#577
DL831,Design for Stage and Screen (Production Design),,,781,,781,#893,#944
DL834,Film and Television Production,,,990,,990,#933,#942
DN252,Dairy Business,,,410,,410,398,429
DN253,Agri - Environmental Sciences,,,418,,413,403,396
DN271,Forestry,,,311,,311,303,321
DN272,"Horticulture, Landscape and Sportsturf Management",,,297,282,282,252,AQA
GC250,Communications and Media Production,,,,,,,
GC305,International Hospitality Management,,,253,253,253,327,258
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,409,,409,330,308
GY112,Arts with Film Studies,,,321,,321,338,337
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,350,,350,309,308
GY121,Arts (Children`s Studies),,,356,,356,356,350
GY124,Arts (Arts with Data Science),,,454,,454,434,425
GY126,Arts (English and Media Studies),,,391,,391,418,408
GY131,Arts (History and Globalisation Studies),,,360,,360,340,
LC401,Early Childhood Education and Care,,,297,,297,298,
LC414,Data Analytics and Cyber Security,,,236,,236,,
LC434,Environmental Science and Agriculture,,,297,,297,278,299
LC613,Early Childhood Education and Care,,,242,,242,346,
MH405,Equine Business,,,357,,357,357,358
SG142,Business in International Marketing and Languages (French),,,279,,279,270,261
SG144,Business in International Marketing and Languages (Spanish),,,270,,270,280,268
SG250,Application Design and User Experience,,,412,,412,290,317
SG251,Computing (Smart Technologies),,,327,,342,303,290
TR012,History and Political Science,,,555,554,552,532*,534
TR017,Law and Business,,,602,,602,576,577
TR020,Law and Political Science,,,602,,601,567,578
TR029,Political Science and Geography,,,526,520,510,477,496*
TR082,Computer Science and Business,,,555,,555,510,509*
TR083,Sociology and Social Policy,,,498,487,478,451,452
TR111,Ancient History and Archaeology/Geography,,,352,,352,,
TR112,Ancient History and Archaeology/History,,,529,,529,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337,,337,,
TR114,Ancient History and Archaeology/Modern Language,,,337,,337,,
TR117,Ancient History and Archaeology/Religion,,,342,,342,,
TR166,Classical Civilisation/English Literature,,,498,496,496,,
TR173,Classical Civilisation/History of Art and Architecture,,,335,,335,,
TR177,Classical Civilisation/Modern Language,,,335,,335,,
TR179,Classical Civilisation/Philosophy,,,499,,479,,
TR198,Economics/Geography,,,534,,534,,
TR202,Economics/History,,,534,,534,,
TR207,Economics/Mathematics,,,566,,566,,
TR208,Economics/Modern Language,,,534,,534,,
TR209,Economics/Philosophy,,,534,,534,,
TR212,Economics/Sociology,,,534,,534,,
TR228,Classical Languages/English Literature,,,498,,498,,
TR231,Classical Languages/History of Art and Architecture,,,349,,349,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349,,349,,
TR239,Classical Languages/Modern Language,,,349,,349,,
TR262,English Literature/History,,,529,,529,,
TR263,English Literature/History of Art and Architecture,,,498,497,497,,
TR269,English Literature/Philosophy,,,499,,495,,
TR272,English Literature/Sociology,,,498,,498,,
TR276,English Literature/Drama Studies,,,#498,,#476,,
TR277,English Literature/Modern Language,,,498,495,489,,
TR311,Film/Drama Studies,,,#521,,#521,,
TR312,Film/English Literature,,,521,,521,,
TR320,Film/Music,,,521,,521,,
TR322,Geography/History,,,529,,529,,
TR323,Drama Studies/Modern Language,,,#473,,#473,,
TR324,Film/Modern Language,,,521,,521,,
TR325,Film/History,,,529,,529,,
TR326,Geography/Modern Language,,,352,,352,,
TR332,Geography/Sociology,,,498,496,496,,
TR443,History/History of Art and Architecture,,,529,,529,,
TR447,History/Modern Language,,,529,,529,,
TR449,History/Philosophy,,,529,,529,,
TR452,History/Sociology,,,529,,529,,
TR454,History/Religion,,,529,,529,,
TR455,History of Art and Architecture/Modern Language,,,334,,334,,
TR479,History of Art and Architecture/Philosophy,,,499,,485,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337,,337,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335,,335,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529,,529,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335,,335,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342,,342,,
TR597,Mathematics/Modern Language,,,566,,566,,
TR598,Mathematics/Music,,,566,,566,,
TR599,Mathematics/Philosophy,,,566,,566,,
TR629,Music/Philosophy,,,499,,499,,
TR635,Music/Drama Studies,,,#473,,#473,,
TR636,Music/Modern Language,,,388,,388,,
TR638,Music/Religion,,,388,,388,,
TR639,Philosophy/Modern Language,,,499,,499,,
TR662,Philosophy/Sociology,,,499,,499,,
TR663,Religion/Classical Civilisation,,,342,,342,,
TR664,Religion/English Literature,,,498,,498,,
TR665,Religion/History of Art and Architecture,,,342,,342,,
TR666,Religion/Modern Language,,,,,,,
TR667,French/Modern Language,,,403,,403,,
TR668,German/Modern Language,,,389,,389,,
TR669,Irish/Modern Language,,,368,,368,,
TR670,Italian/Modern Language,,,381,,381,,
TR671,Russian/Modern Language,,,332,,332,,
TR672,Spanish/Modern Language,,,336,,336,,
TR755,Sociology/Drama Studies,,,#498,,#498,,
TR756,Sociology/Modern Language,,,498,495,495,,
TU803,Electronic Engineering,,,243,243,243,,
TU806,Sustainable Energy Engineering,,,262,,262,,
TU808,Engineering Software,,,260,260,260,,
TU809,Mechanical Engineering,,,235,,235,,
TU813,Automation Engineering,,,218,218,218,,
TU873,Industrial Mathematics,,,250,250,250,,
TU901,Business,,,270,,270,,
TU908,Management,,,262,253,253,,
TU909,Accounting and Finance,,,285,,285,,
TU911,Accounting and Finance,,,209,192,192,,
TU913,Business and Information Technology,,,252,,252,,
TU915,International Business,,,252,,252,,
TU916,International Business,,,235,235,235,,
TU923,Marketing Management,,,228,276,228,,
TU966,Languages and English Studies,,,366,,434,,
TU971,Contemporary Visual Culture,,,290,,290,,
TU972,Creative and Cultural Industries,,,281,,281,,
TU986,Print Media Technology and Management,,,289,,289,,
TU993,Early Childhood Care and Education,,,270,,270,,
TU994,Early Childhood Care and Education,,,321,251,230,,
WD149,Early Childhood Studies,,,271,,271,288,288
AL853,Accounting and Law,,,,,,305,377
CW178,Sport Science (options),,,,,,399,390
CK116,Sports Studies and Physical Education,,,,,,499,487
CK502,Food Marketing and Entrepreneurship,,,,,,433,445
CK506,International Development and Food Policy,,,,,,367,367
DC005,Education - Primary Teaching - Irish Sign Language,,,,,,#316,
DC167,Physics with Astronomy,,,,,,434,444
DC171,Applied Physics,,,,,,402,413
DC173,Physics with Biomedical Sciences,,,,,,402,466
DT001,Product Design,,,,,,433,441
DT028,Transport Operations and Technology,,,,,,279,264
DT035,Electrical Services and Energy Management,,,,,,293,289
DT066,Engineering (General Entry),,,,,,400,372
DT101,Architecture (test and interview),,,,,,#618,#616
DT106,Planning and Environmental Management,,,,,,312,290
DT110,Property Economics (Valuation Surveying),,,,,,367,381
DT111,Quantity Surveying and Construction Economics,,,,,,391,377
DT112,Geographic Science,,,,,,287,282
DT117,Construction Management,,,,,,356,346
DT175,Architectural Technology,,,,,,388,358
DT201,Science (General Entry),,,,,,464,456
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,,341,326
DT204,Biomedical Science,,,,,,501,498
DT205,Mathematical Sciences,,,,,,315,297
DT206,Biomedical and Molecular Diagnostics,,,,,,473,445
DT211,Computer Science (Infrastructure),,,,,,381,356
DT220,Industrial Mathematics,,,,,,300,250
DT221,Physics with Energy and Environment,,,,,,348,323
DT222,Physics Technology,,,,,,321,306
DT223,Human Nutrition and Dietetics,,,,,,553,556
DT224,Optometry,,,,,,487,475
DT225,Public Health Nutrition,,,,,,440,455
DT227,Science with Nanotechnology,,,,,,312,309
DT228,Computer Science,,,,,,451,434
DT229,Clinical Measurement Science,,,,,,491,454
DT235,Physics with Medical Physics and Bioengineering,,,,,,357,361
DT282,Computer Science (International),,,,,,377,350
DT299,Chemical Sciences with Medicinal Chemistry,,,,,,420,441
DT302,Business Analytics,,,,,,325,330
DT304,E-Commerce in Retailing,,,,,,341,351
DT321,Business and Law,,,,,,462,463
DT341,Marketing,,,,,,400,408
DT343,Retail and Services Management,,,,,,301,301
DT354,Business Computing,,,,,,322,341
DT358,Logistics and Supply Chain Management,,,,,,300,316
DT365,Business and Management,,,,,,440,445
DT366,Accounting and Finance,,,,,,432,440
DT398,Human Resource Management,,,,,,375,375
DT399,Economics and Finance,,,,,,437,443
DT401,International Hospitality Management,,,,,,300,304
DT405,Culinary Science,,,,,,308,308
DT407,Culinary Arts,,,,,,271,280
DT412,Tourism Marketing,,,,,,284,280
DT413,Event Management,,,,,,356,357
DT416,Culinary Entrepreneurship,,,,,,275,280
DT420,Nutraceuticals in Health and Nutrition,,,,,,392,401
DT421,Food Innovation,,,,,,321,326
DT422,Pharmaceutical Healthcare,,,,,,397,397
DT491,Environmental Health,,,,,,343,305
DT501,Music,,,,,,#383,#415
DT504,Film and Broadcasting,,,,,,443,445
DT506,Commercial Modern Music,,,,,,#468,#540
DT508,Game Design,,,,,,403,387
DT517,Languages and English Studies,,,,,,326,283
DT518,Languages and International Tourism,,,,,,307,298
DT529,Drama (Performance),,,,,,#371,#372
DT532,Law (LL.B.),,,,,,422,419
DT533,Contemporary Visual Culture,,,,,,#,272
DT544,Interior Design,,,,,,#552,#730
DT545,Design - Visual Communication,,,,,,#667,#880
DT546,Fine Art,,,,,,#668,#628
DT555,International Business and Languages,,,,,,353,350
DT559,Photography,,,,,,#700,#660
DT571,Social Care,,,,,,394,377
DT572,Early Childhood Education,,,,,,385,366
DT582,Journalism,,,,,,347,346
DT596,Print Media Technology and Management,,,,,,252,226
DT597,Creative and Cultural Industries,,,,,,280,279
DL835,Creative Media Technologies,,,,,,237,226
GC405,International Hospitality Management (Dublin),,,,,,254,244
ID003,Business Studies with Chinese,,,,,,,353
BN101,Business,,,,,,252,255
BN103,Business and Information Technology,,,,,,254,274
BN104,Computing (Information Technology),,,,,,260,261
BN107,Applied Social Studies in Social Care,,,,,,300,290
BN108,Engineering (Common Entry with Award options),,,,,,271,270
BN109,Business (Common Entry with Award options),,,,,,260,261
BN110,International Business,,,,,,253,251
BN111,Sports Management and Coaching,,,,,,270,270
BN112,Creative Digital Media,,,,,,280,271
BN113,Horticulture,,,,,,289,245
BN114,Accounting and Finance,,,,,,280,274
BN115,Community and Youth Development,,,,,,250,253
BN117,Computer Engineering in Mobile Systems,,,,,,273,261
BN118,Early Childhood Care and Education,,,,,,290,290
BN119,Digital Marketing,,,,,,270,276
BN120,Digital Forensics and Cyber Security,,,,,,281,270
BN121,Mechatronic Engineering,,,,,,276,270
BN123,"Design,Technology and Innovation",,,,,,297,
TA022,Creative Digital Media,,,,,,260,253
TA023,Advertising and Marketing Communications,,,,,,235,219
TA024,Early Childhood Care and Education,,,,,,217,
TA025,Social Care Practice,,,,,,261,260
TA026,International Hospitality and Tourism Management,,,,,,208,186
TA027,Botanical Cuisine,,,,,,236,
TA028,Digital Marketing Technologies,,,,,,220,
TA121,Accounting and Finance,,,,,,202,210
TA122,Management,,,,,,218,221
TA123,Marketing Management,,,,,,207,210
TA125,International Business,,,,,,229,201
TA221,Electronic Engineering,,,,,,251,226
TA222,Mechanical Engineering,,,,,,243,226
TA223,Sustainable Energy Engineering,,,,,,236,238
TA224,Biomedical Design,,,,,,218,228
TA225,Automation Engineering,,,,,,235,236
TA226,Engineering Software,,,,,,243,303
TA321,Pharmaceutical Science,,,,,,261,252
TA322,Computing,,,,,,200,237
TA323,Computing with IT Management,,,,,,243,
TA326,DNA and Forensic Analysis,,,,,,300,280
TA327,Sports Science and Health,,,,,,341,320
TA328,Computing with Language (French/German/Spanish),,,,,,218,262
TA329,Computing with Data Analytics,,,,,,218,274
NC025,Data Science,,,,,,297,
GA385,Retail Management,,,,,,219,254
LY218,Business - with Spanish/Irish options,,,,,,298,229
CI101,Counselling and Psychotherapy (Limerick),,,,,,276,202
LC411,Marketing and Management (Thurles),,,,,,226,316
SG149,Business in Finance and Investment,,,,,,262,272
SG441,Environmental Science,,,,,,297,288
SG446,Applied Archaeology,,,,,,289,330
TL803,Music Technology,,,,,,264,261
TL812,Computing with Digital Media,,,,,,369,308
WD148,Tourism Marketing,,,,,,269,268
AL844,Toxicology and Analytical Science,,,,,,,337
CR312,Web Development,,,,,,,290
CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),,,,,,,413
CK210,Government,,,,,,,351
DB520,Business Studies (with work placement),,,,,,,243
DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),,,,,,,309
GC431,Computing Science (Cloud Computing - Dublin),,,,,,,403
GC432,Computing Science (Software Development - Dublin),,,,,,,251
GC433,Computing Science (Network Management - Dublin),,,,,,,
GC434,Computing Science (Games Development - Dublin),,,,,,,203
NC004,Business Information Systems,,,,,,,289
TR008,World Religions and Theology,,,,,,,366
DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),,,,,,,320
DK881,Environmental Bioscience,,,,,,,300
DK890,Multimedia Web Development,,,,,,,
GA886,Business - Mayo Campus,,,,,,,
GA888,Sustainable Building Technology - Mayo Campus,,,,,,,308
GY103,Arts (Public and Social Policy),,,,,,,346
LC231,Business Information Systems,,,,,,,298
LC421,Business Studies with Sports Management (Thurles),,,,,,,243
LM120,Aircraft Maintenance and Airworthiness Engineering,,,,,,,430
MH102,Music Technology,,,,,,,317
MH108,European Studies,,,,,,,328
SG143,Business in International Marketing and Sales with German,,,,,,,245
SG345,Architectural Design,,,,,,,261
TL805,Business Information Management,,,,,,,
TL820,Travel and Tourism Management,,,,,,,
WD168,Entertainment Systems,,,,,,,251
WD197,The Internet of Things,,,,,,,260
