Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
TU879,Physics with Medical Physics and Bioengineering,346.0,,351.0,,351.0,,
TU880,Physics with Data Science,412.0,,578.0,,,,
TU881,Food Innovation,309.0,,318.0,,318.0,,
TU882,Nutraceuticals in Health and Nutrition,380.0,,397.0,,397.0,,
TU902,Business (options),270.0,,271.0,,271.0,,
TU903,Business and Management,477.0,,463.0,,463.0,,
TU904,Business and Law,462.0,,462.0,,462.0,,
TU905,Economics and Finance,460.0,,465.0,,465.0,,
TU906,Human Resource Management,386.0,377.0,395.0,,395.0,,
TU907,Logistics and Supply Chain Management,300.0,,300.0,,300.0,,
TU910,Accounting,420.0,,444.0,,444.0,,
TU912,Business Analytics,331.0,311.0,330.0,,330.0,,
TU914,Business Computing,322.0,,324.0,,324.0,,
TU917,Law (LLB ) with a Language,356.0,,342.0,,342.0,,
TU918,Law (LLB),463.0,,451.0,,451.0,,
TU919,Advertising and Marketing Communications,219.0,,228.0,226.0,226.0,,
TU920,Digital Marketing,270.0,,270.0,,270.0,,
TU921,Digital Marketing Technologies,230.0,,212.0,212.0,234.0,,
TU922,Marketing,412.0,,418.0,,418.0,,
TU924,E-Commerce in Retailing,307.0,,307.0,,307.0,,
TU925,Retail and Services Management,307.0,,301.0,,301.0,,
TU932,Business (options),211.0,,,,,,
TU933,Accounting and Finance (campus options),251.0,,,,,,
TU935,Sports Management and Coaching,300.0,,300.0,,300.0,,
TU936,Sports Science and Health,484.0,,410.0,391.0,391.0,,
TU941,Botanical Cuisine,311.0,,249.0,,249.0,,
TU942,Culinary Arts,252.0,,212.0,212.0,212.0,,
TU943,Culinary Entrepreneurship,261.0,,278.0,,279.0,,
TU944,Culinary Science,336.0,,316.0,,316.0,,
TU951,International Hospitality and Tourism Management,244.0,,184.0,184.0,200.0,,
TU952,International Hospitality Management,309.0,,300.0,,306.0,,
TU953,Tourism and Digital Marketing,308.0,,290.0,,290.0,,
TU954,Event Management,326.0,,356.0,,356.0,,
TU955,Sports and Leisure Management,275.0,,217.0,317.0,217.0,,
TU961,Commercial Modern Music (BIMM - assessment/auditio,536.0,536.0,608.0,608.0,608.0,,
TU962,Drama (Performance  audition),448.0,,379.0,,379.0,,
TU963,Music (audition),364.0,,416.0,,416.0,,
TU965,International Business and Languages,357.0,,356.0,346.0,346.0,,
TU967,Languages and International Tourism,298.0,,308.0,,326.0,,
TU973,Design - Visual Communication (portfolio),700.0,,717.0,,717.0,,
TU974,Fine Art (portfolio),549.0,,709.0,563.0,563.0,,
TU975,Interior Design (portfolio),544.0,,632.0,,632.0,,
TU976,Photography (portfolio),700.0,,695.0,,695.0,,
TU978,Creative Industries and Visual Culture,299.0,,,,,,
TU981,Creative Digital Media,280.0,,280.0,,282.0,,
TU982,Media Production and Digital Arts,369.0,,320.0,311.0,311.0,,
TU983,Film and Broadcasting,462.0,453.0,456.0,451.0,451.0,,
TU984,Game Design,414.0,,381.0,,381.0,,
TU985,Journalism,367.0,,322.0,,322.0,,
TU989,Early Childhood Care and Education (campus options,270.0,,,,,,
TU991,Applied Social Studies in Social Care,326.0,,325.0,,325.0,,
TU992,Community Development and Youth Work,251.0,,251.0,,253.0,,
TU995,Early Childhood Education,378.0,,367.0,,367.0,,
TU996,Social Care,407.0,,400.0,,400.0,,
TU997,Applied Social Care,320.0,,310.0,283.0,270.0,,
TR002,Music,508.0,477.0,435.0,429.0,382.0,414.0,345.0
TR003,History,552.0,543.0,497.0,493.0,456.0,486.0,456.0
TR004,Law,590.0,589.0,566.0,565.0,565.0,532.0,533.0
TR005,Philosophy,510.0,497.0,442.0,,442.0,391.0,392.0
TR006,Psychology,601.0,590.0,567.0,555.0,555.0,555.0,532.0
TR007,Clinical Speech and Language Studies,564.0,,529.0,,529.0,499.0,520.0
TR009,Music Education,496.0,486.0,420.0,,420.0,430.0,455.0
TR015,Philosophy  Political Science  Economics and Socio,613.0,613.0,589.0,,589.0,566.0,554.0
TR016,Deaf Studies,389.0,,340.0,,329.0,337.0,338.0
TR018,Law and French,602.0,602.0,565.0,,565.0,532.0,566.0
TR019,Law and German,577.0,567.0,543.0,542.0,542.0,523.0,488.0
TR021,Classics  Ancient History and Archaeology,467.0,462.0,370.0,,370.0,377.0,357.0
TR022,Early and Modern Irish,377.0,,398.0,,398.0,347.0,344.0
TR023,English Studies,546.0,541.0,487.0,476.0,474.0,463.0,487.0
TR024,European Studies,566.0,,544.0,542.0,530.0,520.0,532.0
TR025,Drama and Theatre Studies,543.0,519.0,564.0,530.0,530.0,489.0,442.0
TR028,Ancient and Medieval History and Culture,498.0,463.0,342.0,,342.0,339.0,330.0
TR031,Mathematics,579.0,578.0,531.0,,531.0,566.0,520.0
TR032,Engineering,556.0,555.0,510.0,509.0,508.0,487.0,487.0
TR033,Computer Science,566.0,549.0,509.0,,509.0,465.0,444.0
TR034,Management Science and Information Systems Studies,625.0,625.0,613.0,,613.0,589.0,567.0
TR035,Theoretical Physics,590.0,589.0,543.0,,543.0,554.0,531.0
TR038,Engineering with Management,589.0,589.0,532.0,,532.0,499.0,509.0
TR039,Computer Science  Linguistics and a Language,443.0,,454.0,424.0,424.0,435.0,350.0
TR040,Middle Eastern and European Languages and Cultures,520.0,499.0,466.0,,466.0,485.0,477.0
TR041,Religion,417.0,,368.0,,368.0,347.0,
TR042,Film,531.0,522.0,489.0,476.0,466.0,,
TR043,History of Art and Architecture,498.0,486.0,393.0,354.0,354.0,,
TR051,Medicine (HPAT required),743.0,743.0,735.0,734.0,734.0,730.0,731.0
TR052,Dental Science,625.0,625.0,613.0,613.0,613.0,590.0,589.0
TR053,Physiotherapy,590.0,,566.0,566.0,566.0,533.0,543.0
TR054,Occupational Therapy,578.0,577.0,533.0,,533.0,500.0,507.0
TR055,Radiation Therapy,577.0,566.0,543.0,,543.0,510.0,509.0
TR056,Human Health and Disease,601.0,,565.0,,564.0,543.0,542.0
TR060,Biological and Biomedical Sciences,578.0,577.0,543.0,543.0,543.0,510.0,500.0
TR061,Chemical Sciences,558.0,554.0,517.0,510.0,510.0,488.0,498.0
TR062,Geography and Geoscience,495.0,,473.0,,473.0,435.0,393.0
TR063,Physical Sciences,554.0,543.0,498.0,498.0,477.0,498.0,509.0
TR064,Environmental Science and Engineering,555.0,,,,,,
TR072,Pharmacy,613.0,613.0,590.0,,590.0,555.0,555.0
TR080,Global Business,613.0,,589.0,,589.0,565.0,555.0
TR081,Business  Economic and Social Studies (BESS),577.0,567.0,543.0,543.0,543.0,518.0,511.0
TR084,Social Studies (Social Work),497.0,487.0,462.0,,462.0,420.0,453.0
TR085,Business Studies and French,564.0,,540.0,531.0,521.0,509.0,528.0
TR086,Business Studies and German,530.0,,509.0,499.0,499.0,474.0,499.0
TR087,Business Studies and Russian,487.0,,474.0,465.0,456.0,467.0,429.0
TR089,Business Studies and Polish,391.0,,444.0,424.0,424.0,393.0,403.0
TR090,Business Studies and Spanish,566.0,,531.0,,531.0,510.0,517.0
TR091,General Nursing (Meath and St James`s),462.0,456.0,429.0,,429.0,393.0,408.0
TR093,General Nursing (Adelaide School of Nursing),473.0,,430.0,429.0,414.0,378.0,399.0
TR095,Mental Health Nursing,442.0,,408.0,,408.0,358.0,382.0
TR097,Intellectual Disability Nursing,412.0,410.0,396.0,,378.0,346.0,368.0
TR911,Children`s and General Nursing (Integrated),531.0,,511.0,510.0,499.0,476.0,463.0
TR913,Midwifery,521.0,,478.0,477.0,473.0,423.0,455.0
DN100,Architecture,555.0,,510.0,,510.0,473.0,487.0
DN120,Landscape Architecture,463.0,435.0,407.0,,407.0,353.0,354.0
DN130,City Planning and Environmental Policy,445.0,424.0,407.0,400.0,390.0,367.0,362.0
DN150,Engineering (Common Entry),565.0,,531.0,521.0,520.0,511.0,509.0
DN200,Science (options),577.0,567.0,533.0,,533.0,521.0,510.0
DN201,Computer Science (Common Entry),554.0,549.0,510.0,,510.0,488.0,477.0
DN230,Actuarial and Financial Studies,613.0,613.0,601.0,,601.0,577.0,565.0
DN240,Sustainability,510.0,,440.0,,440.0,,
DN250,Agricultural Science (options),454.0,444.0,456.0,455.0,453.0,420.0,444.0
DN261,Food Science,531.0,,477.0,,476.0,434.0,477.0
DN262,Human Nutrition,566.0,,531.0,,531.0,493.0,517.0
DN300,Veterinary Medicine - Undergraduate Entry,601.0,,589.0,,589.0,567.0,555.0
DN301,Veterinary Medicine - Graduate Entry (GAMSAT requi,,,,,,,
DN310,Veterinary Nursing,521.0,509.0,478.0,477.0,466.0,441.0,445.0
DN400,Medicine - Undergraduate Entry (HPAT required),743.0,,737.0,736.0,736.0,735.0,731.0
DN401,Medicine - Graduate Entry (GAMSAT required),61.0,,,,58.0,59.0,58.0
DN410,Radiography,566.0,566.0,534.0,532.0,531.0,507.0,500.0
DN411,Radiography - Graduate Entry,,,,,,,
DN420,Physiotherapy,601.0,601.0,578.0,577.0,568.0,542.0,545.0
DN425,Health and Performance Science,544.0,543.0,510.0,509.0,507.0,488.0,487.0
DN430,Sport and Exercise Management,484.0,476.0,455.0,445.0,433.0,436.0,423.0
DN440,Biomedical  Health and Life Sciences,613.0,613.0,590.0,589.0,589.0,565.0,566.0
DN450,General Nursing,462.0,,429.0,424.0,421.0,398.0,402.0
DN451,Children`s and General Nursing (Integrated),533.0,,509.0,506.0,499.0,462.0,475.0
DN452,Midwifery,510.0,509.0,489.0,476.0,473.0,409.0,454.0
DN453,Mental Health Nursing,442.0,,397.0,393.0,393.0,379.0,387.0
DN520,Joint Honours (options),381.0,378.0,310.0,,310.0,336.0,366.0
DN530,Humanities (options),397.0,388.0,340.0,336.0,326.0,348.0,
DN541,Modern Languages (options),320.0,,303.0,,300.0,348.0,380.0
DN600,Law (options),576.0,567.0,546.0,544.0,543.0,520.0,521.0
DN610,Business and Law,573.0,567.0,545.0,,544.0,521.0,531.0
DN650,Commerce,555.0,,521.0,521.0,521.0,498.0,498.0
DN660,Commerce International (options),555.0,554.0,517.0,511.0,510.0,507.0,509.0
DN670,Economics and Finance,625.0,625.0,613.0,,613.0,601.0,589.0
DN700,Social Sciences (options),475.0,474.0,421.0,419.0,418.0,388.0,386.0
DN710,Economics,534.0,532.0,498.0,498.0,498.0,476.0,467.0
DN720,Psychology,566.0,564.0,530.0,522.0,522.0,517.0,500.0
DN750,Social Policy and Sociology,421.0,,378.0,,377.0,330.0,
DK810,Accounting and Finance,307.0,307.0,305.0,305.0,305.0,306.0,304.0
DK816,Business Studies,301.0,301.0,300.0,300.0,300.0,300.0,301.0
DK820,Computing in Games Development,309.0,309.0,311.0,311.0,311.0,307.0,305.0
DK821,Computing in Software Development,320.0,316.0,302.0,302.0,302.0,301.0,306.0
DK822,Augmented and Virtual Reality,320.0,320.0,307.0,,304.0,,
DK830,Building Surveying,305.0,,336.0,,336.0,302.0,301.0
DK831,Architectural Technology,368.0,314.0,389.0,,389.0,301.0,301.0
DK832,Construction Management,358.0,305.0,387.0,,387.0,300.0,303.0
DK843,Engineering (Common Entry),404.0,391.0,340.0,340.0,340.0,303.0,325.0
DK844,Mechanical Engineering,336.0,336.0,305.0,305.0,305.0,,
DK845,Electrical and Electronic Engineering,331.0,331.0,304.0,304.0,304.0,,
DK846,Civil Engineering,371.0,371.0,391.0,361.0,361.0,,
DK850,International Tourism Management,303.0,303.0,317.0,317.0,317.0,,
DK861,Arts,302.0,302.0,302.0,302.0,302.0,300.0,310.0
DK862,Social Care,322.0,319.0,301.0,,301.0,300.0,301.0
DK863,Creative Media,336.0,320.0,308.0,308.0,308.0,300.0,308.0
DK864,Film and Television Production,308.0,,300.0,300.0,300.0,300.0,301.0
DK865,Audio and Music Production,352.0,,301.0,,301.0,301.0,302.0
DK870,General Nursing,440.0,440.0,403.0,401.0,397.0,392.0,380.0
DK872,Intellectual Disability Nursing,367.0,366.0,336.0,,336.0,300.0,301.0
DK874,Mental Health Nursing,398.0,,356.0,,356.0,356.0,339.0
DK876,Early Childhood Studies,300.0,,321.0,,321.0,305.0,300.0
DK877,Midwifery,482.0,477.0,440.0,,440.0,398.0,400.0
DK880,Health and Physical Activity,301.0,,328.0,,328.0,300.0,300.0
DK882,Agriculture (Award options),342.0,,310.0,,310.0,303.0,327.0
DK883,Science (Award options),373.0,368.0,358.0,321.0,300.0,300.0,301.0
DK884,Sustainable Agriculture,348.0,,,,,,
DK885,Agri-Food Production,,,,,,,
DK886,Biopharmaceutical Science,379.0,,301.0,,301.0,,
DK887,Environmental Science,377.0,,330.0,,330.0,,
GA181,Accounting,303.0,,309.0,,309.0,303.0,308.0
GA182,Business,285.0,,287.0,,287.0,290.0,290.0
GA183,Business Information Systems,298.0,,296.0,,296.0,309.0,300.0
GA184,Marketing and Sales,300.0,,307.0,,307.0,307.0,304.0
GA185,Finance and Economics,318.0,,293.0,,293.0,307.0,300.0
GA186,Business with Entrepreneurship,287.0,,280.0,,280.0,297.0,291.0
GA187,Rural Enterprise and Agri-Business,291.0,,281.0,,281.0,280.0,280.0
GA281,Film and Documentary,310.0,301.0,304.0,,304.0,287.0,342.0
GA282,Heritage Studies,252.0,,220.0,,220.0,238.0,209.0
GA283,Contemporary Art (portfolio),790.0,,679.0,,679.0,260.0,254.0
GA284,Design,331.0,,303.0,,303.0,309.0,300.0
GA285,Education (Art  Design and Graphics),406.0,,,,,,
GA380,International Hotel Management,218.0,,242.0,,242.0,225.0,226.0
GA381,International Tourism Management,252.0,,278.0,,278.0,261.0,260.0
GA382,Culinary and Gastronomic Science,235.0,,206.0,,206.0,225.0,244.0
GA384,Event Management with Public Relations,230.0,,212.0,,212.0,209.0,209.0
GA480,Construction Management,302.0,,260.0,,260.0,260.0,261.0
GA482,Quantity Surveying and Construction Economics,304.0,,288.0,,288.0,280.0,270.0
GA483,Architectural Technology,281.0,273.0,265.0,,265.0,251.0,253.0
GA484,Civil Engineering,377.0,,290.0,,290.0,270.0,280.0
GA580,Software and Electronic Engineering,300.0,,300.0,,300.0,301.0,260.0
GA680,Mechanical Engineering,400.0,,330.0,,330.0,336.0,330.0
GA681,Energy Engineering,312.0,,293.0,,293.0,281.0,260.0
GA682,Biomedical Engineering,331.0,,313.0,,313.0,331.0,355.0
GA683,Agricultural Engineering,304.0,,309.0,,309.0,301.0,305.0
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413.0,,340.0,,340.0,346.0,340.0
GA685,Manufacturing Engineering Design,336.0,,309.0,,309.0,,
GA780,Applied Freshwater and Marine Biology,366.0,,327.0,,327.0,300.0,306.0
GA781,Applied Biology and Biopharmaceutical Science,381.0,,337.0,,337.0,317.0,317.0
GA782,Chemical and Pharmaceutical Science,356.0,,336.0,,336.0,307.0,308.0
GA783,Physics and Instrumentation,301.0,,363.0,,363.0,373.0,305.0
GA784,Science (Undenominated),445.0,,372.0,,372.0,327.0,332.0
GA785,Medical Science,517.0,510.0,473.0,,473.0,451.0,451.0
GA786,Forensic Science and Analysis,408.0,,317.0,,317.0,300.0,316.0
GA787,Computing in Software Development,310.0,,270.0,,270.0,275.0,280.0
GA788,Computing and Digital Media,270.0,,274.0,,282.0,270.0,272.0
GA789,Agriculture and Environmental Management,340.0,,287.0,,289.0,297.0,301.0
GA790,Sport and Exercise Science,376.0,366.0,356.0,,356.0,350.0,377.0
GA791,Public Health Nutrition,368.0,,368.0,,368.0,364.0,350.0
GA880,General Nursing,440.0,,429.0,422.0,422.0,389.0,399.0
GA882,Psychiatric Nursing,369.0,,367.0,,367.0,346.0,336.0
GA885,Outdoor Education,269.0,,252.0,,252.0,210.0,176.0
GA887,History and Geography,201.0,,244.0,,244.0,228.0,228.0
GA889,Applied Social Care,265.0,,266.0,,266.0,260.0,270.0
GA890,Early Childhood Education and Care,281.0,227.0,270.0,,270.0,278.0,
GA891,Geography and Outdoor Education,261.0,,244.0,,244.0,,
GA892,Community Development and Youth Work (Level 8),,,,,,,
GA980,Education (Design Graphics and Construction),410.0,,377.0,,377.0,376.0,391.0
GA981,Furniture Design and Manufacture,346.0,,,,,271.0,271.0
GA982,Furniture Making and Architectural Woodworking,360.0,,,,,270.0,245.0
GA983,Furniture and Digital Manufacturing,,,,,,,
GA984,Furniture Design  Making and Technology - Common E,486.0,467.0,284.0,,284.0,,
GY101,Arts (Joint-Honours),327.0,326.0,300.0,,300.0,300.0,300.0
GY104,BSc (Psychology),564.0,555.0,523.0,520.0,519.0,507.0,500.0
GY105,Arts (History),357.0,,301.0,,301.0,318.0,301.0
GY109,Arts (Mathematics and Education),413.0,,403.0,,403.0,411.0,403.0
GY110,Arts (Children and Youth Studies - options),387.0,,357.0,,357.0,382.0,384.0
GY111,Arts (English and Creative Writing),421.0,420.0,330.0,,330.0,402.0,420.0
GY113,Arts with Human Rights,413.0,,368.0,,368.0,338.0,320.0
GY115,Arts with Performing Arts Studies,300.0,,387.0,,387.0,328.0,319.0
GY118,Arts (Drama  Theatre and Performance Studies),453.0,430.0,451.0,,451.0,410.0,406.0
GY119,Arts (Journalism),484.0,473.0,400.0,,400.0,410.0,388.0
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,,361.0,,361.0,308.0,301.0
GY123,Applied Social Sciences,419.0,,358.0,,358.0,357.0,350.0
GY125,Arts (Digital Arts and Technology),403.0,,328.0,,328.0,324.0,361.0
GY127,Arts (Film and Digital Media),430.0,421.0,401.0,,401.0,387.0,420.0
GY128,Arts (Global Languages),346.0,,352.0,,352.0,370.0,429.0
GY129,Arts (Global Experience),465.0,,420.0,,420.0,408.0,431.0
GY130,Arts (Music),462.0,,408.0,,408.0,400.0,462.0
GY132,Government (Politics  Economics and Law),465.0,451.0,407.0,,407.0,402.0,
GY133,Education (Computer Science and Mathematical Studi,454.0,,422.0,,422.0,401.0,
GY134,Geography and Geosystems,425.0,,410.0,,410.0,,
GY135,Arts (Global Media),442.0,,,,,,
GY136,Na Dána (Léann Teanga - options),526.0,,,,,,
GY201,Commerce,476.0,,433.0,,433.0,420.0,420.0
GY202,Commerce (International) with French,520.0,,484.0,,484.0,484.0,484.0
GY203,Commerce (International) with German,518.0,,489.0,,489.0,489.0,477.0
GY204,Commerce (International) with Spanish,506.0,,495.0,,495.0,484.0,473.0
GY206,Business Information Systems (Work Placement and O,509.0,,465.0,,465.0,431.0,430.0
GY207,Commerce (Accounting) including optional Global Ex,543.0,,509.0,,509.0,486.0,473.0
GY208,Commerce (Gaeilge),508.0,,473.0,,473.0,473.0,451.0
GY209,Commerce (Global Experience),551.0,,530.0,,530.0,509.0,509.0
GY250,Law and Business,510.0,,487.0,,487.0,436.0,409.0
GY251,Law (BCL),542.0,,499.0,,499.0,473.0,451.0
GY252,Law (BCL) and Human Rights,565.0,,520.0,,520.0,510.0,
GY253,Law and Taxation,506.0,,509.0,,509.0,,
GY254,Law (BCL)  Criminology and Criminal Justice,548.0,,530.0,,530.0,,
GY261,Business Studies in International Hotel Management,503.0,,497.0,,497.0,486.0,496.0
GY262,Commerce in International Hotel Management (interv,709.0,,681.0,,681.0,671.0,657.0
GY301,Science,489.0,488.0,433.0,432.0,432.0,400.0,401.0
GY303,Biomedical Science,613.0,,556.0,,556.0,533.0,531.0
GY304,Biotechnology,498.0,495.0,465.0,,465.0,473.0,454.0
GY308,Environmental Science,431.0,430.0,408.0,,408.0,413.0,402.0
GY309,Financial Mathematics and Economics,509.0,,487.0,,487.0,454.0,476.0
GY310,Marine Science,467.0,,419.0,,419.0,409.0,421.0
GY313,Environmental Health and Safety,412.0,,412.0,,412.0,402.0,367.0
GY314,Earth and Ocean Sciences,422.0,,403.0,,403.0,402.0,400.0
GY318,Biopharmaceutical Chemistry,555.0,,509.0,,509.0,510.0,487.0
GY319,Mathematical Science,543.0,,476.0,,476.0,456.0,450.0
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,,402.0,,402.0,401.0,432.0
GY321,Genetics and Genomics,532.0,,508.0,,508.0,,
GY322,Agricultural Sciences,485.0,,,,,,
GY350,Computer Science and Information Technology,495.0,,403.0,,403.0,425.0,401.0
GY401,Engineering (Undenominated),522.0,520.0,465.0,,465.0,444.0,432.0
GY402,Civil Engineering,533.0,521.0,455.0,,455.0,509.0,455.0
GY405,Mechanical Engineering,541.0,,454.0,,454.0,443.0,414.0
GY406,Electronic and Computer Engineering,555.0,,510.0,,510.0,509.0,466.0
GY408,Biomedical Engineering,554.0,,509.0,,509.0,519.0,487.0
GY410,Project and Construction Management,431.0,,403.0,,403.0,434.0,402.0
GY413,Energy Systems Engineering,509.0,,502.0,,502.0,532.0,454.0
GY414,Electrical and Electronic Engineering,433.0,,405.0,,405.0,454.0,425.0
GY501,Medicine (five year/six year course  HPAT required,737.0,737.0,728.0,,728.0,726.0,724.0
GY502,Occupational Therapy,601.0,,555.0,,555.0,532.0,521.0
GY503,Speech and Language Therapy,578.0,,543.0,,543.0,529.0,529.0
GY504,Podiatric Medicine,531.0,526.0,443.0,,443.0,434.0,391.0
GY515,General Nursing (Galway and Portiuncula),502.0,496.0,476.0,473.0,473.0,442.0,445.0
GY516,Mental Health Nursing,475.0,441.0,440.0,,440.0,388.0,401.0
GY517,Midwifery,520.0,509.0,495.0,,495.0,429.0,445.0
LY108,Business - Accounting,312.0,,309.0,,309.0,318.0,303.0
LY118,Business,288.0,,290.0,,290.0,287.0,283.0
LY128,Marketing with Online Technologies,261.0,261.0,,,,,
LY208,Law,300.0,290.0,300.0,,300.0,300.0,270.0
LY228,Sports and Exercise - Common Entry,290.0,,300.0,,300.0,278.0,263.0
LY408,Design - Common Entry,301.0,,320.0,,320.0,307.0,290.0
LY508,Fire Safety Engineering,283.0,,276.0,,276.0,270.0,242.0
LY518,Quantity Surveying,304.0,,301.0,,301.0,307.0,316.0
LY528,Construction Management,262.0,,271.0,,271.0,267.0,260.0
LY538,Architectural Technology,234.0,234.0,,,,,
LY608,Mechanical Engineering,300.0,,300.0,,300.0,304.0,300.0
LY618,Electronic Engineering,321.0,,312.0,,312.0,307.0,
LY708,Applied Computing,320.0,,306.0,,306.0,300.0,307.0
LY748,Computer Science,316.0,,317.0,317.0,317.0,,
LY818,Science - Common Entry,302.0,,303.0,,303.0,302.0,307.0
LY828,Agriculture - Common Entry,308.0,300.0,307.0,,307.0,300.0,301.0
LY908,General Nursing,429.0,,400.0,,400.0,383.0,373.0
LY918,Psychiatric Nursing,367.0,,357.0,,357.0,291.0,318.0
LY928,Intellectual Disability Nursing,357.0,,326.0,,328.0,288.0,297.0
LY968,Early Childhood Care  Health and Education,288.0,,303.0,,303.0,300.0,279.0
LY978,Health and Social Care - Common Entry,279.0,,280.0,,280.0,260.0,269.0
MI001,Contemporary and Applied Theatre Studies,209.0,,375.0,,390.0,345.0,290.0
MI002,Arts,280.0,,300.0,281.0,281.0,300.0,320.0
MI004,Education - Primary Teaching - International,589.0,,577.0,,577.0,,
MI005,Education - Primary Teaching,522.0,,495.0,,495.0,473.0,474.0
MI006,Education - Primary Teaching - Gaeltacht Applicant,485.0,,456.0,,462.0,442.0,441.0
MI007,Early Childhood Care and Education,409.0,,357.0,,357.0,366.0,356.0
MI008,Education and Psychology - Primary Teaching,590.0,,588.0,,588.0,543.0,552.0
MI009,Education  Business Studies and Accounting,434.0,,402.0,,402.0,392.0,367.0
MI010,Education  Business Studies and Religious Studies,370.0,,368.0,,368.0,326.0,326.0
MI011,Education  Gaeilge and Religious Studies,407.0,,409.0,,409.0,377.0,377.0
MI012,Education  Gaeilge and Business Studies,387.0,,401.0,,401.0,398.0,387.0
MI013,Education  Mathematics and Gaeilge,509.0,,444.0,,444.0,433.0,
MI014,Education  Mathematics and Business Studies,476.0,,434.0,,434.0,,
CI110,Counselling and Psychotherapy,292.0,,310.0,,310.0,,
CI111,Counselling and Psychotherapy with Addiction Studi,290.0,,301.0,,301.0,,
CI112,Counselling and Psychotherapy with Youth Studies,325.0,,311.0,,311.0,,
LC110,Art and Design (Common Entry  portfolio),794.0,,740.0,,740.0,734.0,718.0
LC114,Fashion and Textiles for Product and Costume (port,914.0,,880.0,,880.0,900.0,779.0
LC115,Art and Design Teacher Education (LIT and UL  port,993.0,,942.0,,942.0,,
LC220,Digital Marketing,263.0,,262.0,,262.0,254.0,309.0
LC223,Law and Taxation,331.0,,307.0,,307.0,308.0,307.0
LC224,Accounting and Finance,300.0,,300.0,,300.0,299.0,297.0
LC225,Marketing and Management,298.0,,298.0,,298.0,298.0,326.0
LC226,Enterprise and Innovation,255.0,,234.0,234.0,234.0,216.0,234.0
LC233,Software Development,280.0,,272.0,,272.0,300.0,272.0
LC234,Immersive Digital Media and Spatial Computing,226.0,,225.0,,225.0,219.0,254.0
LC236,Internet Systems Development,260.0,,262.0,260.0,260.0,298.0,308.0
LC239,Computer Networks and Systems Management,317.0,,307.0,,309.0,335.0,300.0
LC241,Construction Management,326.0,,255.0,,255.0,276.0,271.0
LC242,Property Valuation and Management,308.0,,282.0,,282.0,292.0,298.0
LC243,Quantity Surveying,278.0,,294.0,,298.0,281.0,302.0
LC248,Built Environment (Common Entry),300.0,,288.0,,288.0,307.0,302.0
LC252,Civil Engineering Management,264.0,,270.0,,270.0,281.0,288.0
LC263,Medical Technology,391.0,,294.0,,294.0,282.0,
LC265,Forensic and Pharmaceutical Sciences,498.0,,413.0,,413.0,335.0,341.0
LC266,Drug and Medicinal Product Analysis,252.0,,262.0,,262.0,236.0,263.0
LC275,Electrical Engineering,361.0,347.0,298.0,,298.0,288.0,284.0
LC288,Mechanical Engineering,378.0,369.0,347.0,346.0,346.0,307.0,301.0
LC289,Precision Engineering,261.0,,291.0,,291.0,280.0,
LC292,Social Care Work,374.0,,367.0,,367.0,360.0,326.0
LC293,Business Studies with Travel and Tourism Managemen,271.0,264.0,307.0,,307.0,299.0,290.0
LC294,Business Studies with Event Management,279.0,,279.0,,279.0,271.0,270.0
LC295,Business Studies with Sports Management,262.0,,252.0,,252.0,263.0,271.0
LC297,Community and Addiction Studies,272.0,262.0,235.0,,235.0,217.0,241.0
LC320,Business,381.0,,346.0,,346.0,337.0,
LC330,Business with Computing,328.0,308.0,297.0,,297.0,298.0,303.0
LC340,Interior Design,391.0,368.0,350.0,,350.0,298.0,
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,,413.0,,413.0,379.0,
LC371,Creative Broadcast and Film Production,325.0,310.0,309.0,,309.0,298.0,307.0
LC372,Music Technology and Production,377.0,,325.0,,325.0,321.0,338.0
LC374,Renewable and Electrical Energy Engineering,337.0,319.0,318.0,,318.0,317.0,313.0
LC375,Industrial Automation and Robotic Systems,309.0,,317.0,,317.0,321.0,309.0
LC376,Electronic Engineering with Computer Systems,357.0,,318.0,,318.0,308.0,353.0
LC380,Automotive Engineering and Transport Management,298.0,,303.0,298.0,298.0,282.0,
LC392,Business Studies in Beauty and Spa Management,328.0,317.0,236.0,,236.0,217.0,
LC393,Early Childhood Education and Care,309.0,276.0,236.0,,236.0,260.0,
LC402,Social Care Work,228.0,,225.0,,225.0,209.0,307.0
LC408,Environmental Science and Climate,279.0,,279.0,,279.0,262.0,300.0
LC416,Business,260.0,,274.0,,274.0,,
LC418,Computing - Games Design and Development,260.0,256.0,270.0,,270.0,271.0,269.0
LC422,Applied Strength and Conditioning,289.0,,298.0,,298.0,288.0,298.0
LC502,Game Art and Design (portfolio),841.0,,852.0,,852.0,838.0,741.0
LC517,Creative Media and Design,279.0,,234.0,,234.0,229.0,246.0
LC518,Digital Animation Production (portfolio),807.0,,808.0,,808.0,816.0,796.0
LC612,Social Care Work,309.0,,320.0,,320.0,319.0,
LM002,Arts,360.0,360.0,348.0,,348.0,329.0,363.0
LM019,Social Sciences,451.0,,,,,,
LM020,Law and Accounting,474.0,,465.0,,465.0,436.0,440.0
LM026,Performing Arts (audition format TBC),329.0,,303.0,,303.0,307.0,302.0
